date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2018-07-23,9112,100.0,4,4,1,1,input
2018-07-24,5130,44.0,0,0,2,1,input
2018-07-25,3591,30.0,2,2,3,1,input
2018-07-26,2670,21.0,0,0,4,1,input
2018-07-27,2470,21.0,0,0,5,1,input
2018-07-28,3139,31.0,1,1,6,1,input
2018-07-29,4613,55.0,2,2,7,1,input
2018-07-30,4641,67.0,0,0,8,2,input
2018-07-31,3071,39.0,0,0,9,2,input
2018-08-01,2355,21.0,0,0,10,2,input
2018-08-02,3266,28.0,0,0,11,2,input
2018-08-03,2227,23.0,0,0,12,2,input
2018-08-04,2445,21.0,0,0,13,2,input
2018-08-05,3308,39.0,1,1,14,2,input
2018-08-06,3262,50.0,1,1,15,3,input
2018-08-07,2246,24.0,0,0,16,3,input
2018-08-08,2019,21.0,0,0,17,3,input
2018-08-09,1828,21.0,0,0,18,3,input
2018-08-10,1893,18.0,1,1,19,3,input
2018-08-11,2155,17.0,0,0,20,3,input
2018-08-12,3546,32.0,1,1,21,3,input
2018-08-13,3794,49.0,2,2,22,4,input
2018-08-14,3057,31.0,1,1,23,4,input
2018-08-15,2516,22.0,0,0,24,4,input
2018-08-16,2375,16.0,0,0,25,4,input
2018-08-17,2117,12.0,0,0,26,4,input
2018-08-18,2065,16.0,0,0,27,4,input
2018-08-19,2945,27.0,1,1,28,4,input
2018-08-22,1824,19.0,0,0,31,5,Y_1m
2018-10-21,5896,18.0,0,0,91,13,Y_3m
