date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2016-04-04,52243,17.0,5,5,1,1,input
2016-04-05,26047,10.0,2,2,2,1,input
2016-04-06,18402,9.0,2,2,3,1,input
2016-04-07,14799,10.0,1,1,4,1,input
2016-04-08,12273,5.0,1,1,5,1,input
2016-04-09,16932,10.0,2,2,6,1,input
2016-04-10,32879,13.0,5,5,7,1,input
2016-04-11,28540,12.0,2,2,8,2,input
2016-04-12,16111,10.0,0,0,9,2,input
2016-04-13,13418,10.0,4,4,10,2,input
2016-04-14,11093,8.0,1,1,11,2,input
2016-04-15,9424,7.0,1,1,12,2,input
2016-04-16,12654,7.0,1,1,13,2,input
2016-04-17,30354,12.0,2,2,14,2,input
2016-04-18,39975,14.0,1,1,15,3,input
2016-04-19,19224,5.0,0,0,16,3,input
2016-04-20,13855,5.0,4,4,17,3,input
2016-04-21,11011,8.0,1,1,18,3,input
2016-04-22,9918,5.0,0,0,19,3,input
2016-04-23,14186,8.0,2,2,20,3,input
2016-04-24,26208,13.0,2,2,21,3,input
2016-05-04,17044,9.0,1,1,31,5,Y_1m
2016-06-03,8940,6.0,1,1,61,9,Y_2m
2016-07-03,24547,36.0,3,3,91,13,Y_3m
